label,message,character_count,word_count,sentence_count,original_message,clean_message,clean_char_length,clean_word_count,gru_message,label_encoded
ham,Hey what are you doing. Y no reply pa..,39,11,2,Hey what are you doing. Y no reply pa..,hey reply pa,12,3,hey what are you doing y no reply pa,0
ham,"Hey elaine, is today's meeting still on?",40,10,1,"Hey elaine, is today's meeting still on?",hey elaine today meeting still,30,5,hey elaine is today s meeting still on,0
ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,69,17,3,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,sorry gone place tomorrow really sorry,38,6,sorry i ve not gone to that place i ll do so tomorrow really sorry,0
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.,79,22,1,Most of the tiime when i don't let you hug me it's so i don't break into tears.,tiime let hug break tear,24,5,most of the tiime when i don t let you hug me it s so i don t break into tears,0
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,117,29,7,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,tomorrow going theatre come wherever call tell come tomorrow,60,9,tomorrow i am not going to theatre so i can come wherever u call me tell me where and when to come tomorrow,0
ham,And now electricity just went out fml.,38,8,1,And now electricity just went out fml.,electricity went fml,20,3,and now electricity just went out fml,0
ham,"Looks like you found something to do other than smoke, great job!",65,14,1,"Looks like you found something to do other than smoke, great job!",look like found something smoke great job,41,7,looks like you found something to do other than smoke great job,0
ham,Also andros ice etc etc,23,5,1,Also andros ice etc etc,also andros ice etc etc,23,5,also andros ice etc etc,0
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",151,34,5,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",good afternon love today hope good maybe interview wake miss babe passionate kiss across sea,92,15,good afternon my love how are today i hope your good and maybe have some interviews i wake and miss you babe a passionate kiss from across the sea,0
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,58,16,3,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,yup wun believe wat really neva msg sent shuhui,47,9,yup wun believe wat u really neva c e msg i sent shuhui,0
ham,Hows that watch resizing,24,4,1,Hows that watch resizing,hows watch resizing,19,3,hows that watch resizing,0
ham,Dear umma she called me now :-),31,9,1,Dear umma she called me now :-),dear umma called,16,3,dear umma she called me now,0
ham,Just finished. Missing you plenty,33,6,2,Just finished. Missing you plenty,finished missing plenty,23,3,just finished missing you plenty,0
spam,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",149,23,3,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",complimentary star ibiza holiday money cash need urgent collection landline lose box sk wp ppm,94,15,complimentary star ibiza holiday or money cash needs your urgent collection now from landline not to lose out box sk wp ppm,1
ham,"Well, I meant as opposed to my drunken night of before",54,12,1,"Well, I meant as opposed to my drunken night of before",well meant opposed drunken night,32,5,well i meant as opposed to my drunken night of before,0
ham,K... Must book a not huh? so going for yoga basic on sunday?,60,16,2,K... Must book a not huh? so going for yoga basic on sunday?,must book huh going yoga basic sunday,37,7,k must book a not huh so going for yoga basic on sunday,0
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,160,27,1,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,free msg billed mobile number mistake shortcode please call charge refunded call free bt landline,97,15,free msg we billed your mobile number by mistake from shortcode please call to have charges refunded this call will be free from a bt landline,1
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",71,20,3,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",oops mum somerset bit far back tomo see soon,44,9,oops am at my mum s in somerset bit far back tomo see you soon x,0
ham,So u workin overtime nigpun?,28,6,1,So u workin overtime nigpun?,workin overtime nigpun,22,3,so u workin overtime nigpun,0
ham,Same as kallis dismissial in 2nd test:-).,41,11,1,Same as kallis dismissial in 2nd test:-).,kallis dismissial nd test,25,4,same as kallis dismissial in nd test,0
ham,O. Guess they both got screwd,29,7,2,O. Guess they both got screwd,guess got screwd,16,3,o guess they both got screwd,0
ham,What r u cooking me for dinner?,31,8,1,What r u cooking me for dinner?,cooking dinner,14,2,what r u cooking me for dinner,0
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,129,31,3,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,bull plan go floating ikea without care world live mess another day,67,12,bull your plan was to go floating off to ikea with me without a care in the world so i have to live with your mess another day,0
ham,Then i buy.,11,4,1,Then i buy.,buy,3,1,then i buy,0
spam,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,126,24,4,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,urgent mobile number awarded money bonus caller prize call land line valid hr,77,13,urgent your mobile number has been awarded with a money bonus caller prize call from land line valid hrs only,1
ham,Heehee that was so funny tho,28,6,1,Heehee that was so funny tho,heehee funny tho,16,3,heehee that was so funny tho,0
ham,It only does simple arithmetic not percentages.,47,8,1,It only does simple arithmetic not percentages.,simple arithmetic percentage,28,3,it only does simple arithmetic not percentages,0
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",59,16,1,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",yeah leave hour least sound,27,5,yeah we wouldn t leave for an hour at least how s sound,0
ham,Thanks honey. Have a great day.,31,8,2,Thanks honey. Have a great day.,thanks honey great day,22,4,thanks honey have a great day,0
ham,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",141,32,2,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear,92,14,an amazing quote sometimes in life its difficult to decide whats wrong a lie that brings a smile or the truth that brings a tear,0
ham,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,62,18,1,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,ask dad pick lar wan stay meh,29,7,then ask dad to pick up lar wan stay until meh,0
ham,"Jus chillaxin, what up",22,5,1,"Jus chillaxin, what up",jus chillaxin,13,2,jus chillaxin what up,0
ham,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.,80,18,1,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.,hey da cool iknow wellda peril studentfinancial crisis spk,58,9,hey das cool iknow all wellda peril of studentfinancial crisis spk u l r,0
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",120,28,3,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",whats coming hill monster hope great day thing going fine busy though,69,12,whats that coming over the hill is it a monster hope you have a great day things r going fine here busy though,0
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,131,39,4,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,joy father john john joy father an th hav lt gt iq ti ia question try answer,76,17,joy s father is john then john is the of joy s father if u ans ths you hav lt gt iq tis s ias question try to answer,0
ham,Only once then after ill obey all yours.,40,9,1,Only once then after ill obey all yours.,ill obey,8,2,only once then after ill obey all yours,0
ham,No she didnt. I will search online and let you know.,52,13,2,No she didnt. I will search online and let you know.,didnt search online let know,28,5,no she didnt i will search online and let you know,0
ham,Where do you need to go to get it?,34,10,1,Where do you need to go to get it?,need go get,11,3,where do you need to go to get it,0
ham,No pic. Please re-send.,23,6,2,No pic. Please re-send.,pic please send,15,3,no pic please re send,0
ham,Uhhhhrmm isnt having tb test bad when youre sick,48,9,1,Uhhhhrmm isnt having tb test bad when youre sick,uhhhhrmm isnt tb test bad youre sick,36,7,uhhhhrmm isnt having tb test bad when youre sick,0
ham,But i haf enuff space got like 4 mb...,38,10,1,But i haf enuff space got like 4 mb...,haf enuff space got like mb,27,6,but i haf enuff space got like mb,0
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,136,32,4,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,life never much fun great came made truly special forget enjoy one gbp sm,73,14,life has never been this much fun and great until you came in you made it truly special for me i won t forget you enjoy one gbp sms,1
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,157,29,2,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,want new video phone anytime network min inclusive video call downloads per week free deltomorrow call reply,108,17,do you want a new video phone anytime any network mins inclusive video calls and downloads per week free deltomorrow call or reply now,1
