clean_message,label_encoded
hows favourite person today workin hard sleep last nite nearly rang,0
nope since ayo travelled forgotten guy,0
know need get hotel got invitation apologise cali sweet come english bloke weddin,0
sorry man accidentally left phone silent last night check til got,0
six chance win cash pound txt csh send cost day day tsandcs apply reply hl info,1
saw guy doll last night patrick swayze great,0
hmm thinking lor,0
know wait check,0
felt conveying reason ese,0
oh placement ah,0
dogbreath sounding like jan al,0
sure neighbor didnt pick,0
polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friend tone reply hl info,1
yes reg ciao,0
die accidentally deleted msg suppose put sim archive haiz sad,0
haha cant tmr forfeit haha,0
ah poor baby hope urfeeling bettersn luv probthat overdose work hey go careful spk sn lot lovejen xxx,0
run away frm walk slowly amp kill care enough stop,0
describe lucky actually awake noon,0
wait min stand bus stop,0
sm ac sptv new jersey devil detroit red wing play ice hockey correct incorrect end reply end sptv,1
call unable cal let meet bhaskar deep,0
could seen recognise face,0
ask say please message,0
pain come worse time,0
said bad dat gal know wat,0
look like found something smoke great job,0
reckon need town eightish walk carpark,0
say good sign well know track record reading woman,0
start sending blackberry torch nigeria find buyer like month tell dad buy bb anyone oh,0
urgent please call landline abta complimentary tenerife holiday money cash await collection sae c box cw wx ppm,1
got new year co yetunde said wanted surprise didnt see money returned mid january lt gt day return period ended,0
happy new year ur family may new year bring happiness stability tranquility ur vibrant colourful life,0
also andros ice etc etc,0
see half hour,0
think one saying clearly ok leave need ask go come,0
sorry delay yes master,0
havent got da topic yet rite,0
tick tick tick could die loneliness know pout stomp foot need,0
confirm eating esplanade,0
battery low babe,0
money winner guaranteed caller prize final attempt contact claim call ppmpobox bhamb xe,1
ela kano il download come wen ur free,0
flirting txt girl bloke ur name age eg girl zoe join get chatting,1
lousy run already come back half dead hee,0
good night dear sleepwell amp take care,0
think da wil,0
hope text meet smiling let text give reason smile beautiful day,0
free msg billed mobile number mistake shortcode please call charge refunded call free bt landline,1
haha better late ever way could swing,0
like personal sized,0
tired special,0
sore throat scratch talk,0
jus finish blowing hair finish dinner already,0
sunshine quiz wkly win top sony dvd player know country liverpool played mid week txt ansr money sp tyrone,1
babe got enough money pick bread milk give back get home,0
urgent trying contact last weekend draw show money prize guaranteed call claim code valid hr pm,1
call message missed call,0
attend ur driving lesson many time wk day,0
well give co said one nighters persevered found one cheap apologise advance somewhere sleep isnt,0
ello babe ok,0
mom want know,0
omg joanna freaking looked thru friend find photo asking stuff myspace even logged like year,0
attended nothing,0
cheer message zogtorius staring phone age deciding whether text,0
went ganesh dress shop,0
daily text favour time,0
nope thats fine might nap tho,0
seems like weird timing night want come smoke day shitstorm attributed always coming making everyone smoke,0
unfortunately found pick sister airport evening think going try go one th,0
dun wear jean lor,0
lol well quality aint bad aint complaining,0
head dey swell oh thanks making day,0
dont know ask brother nothing problem thing told,0
let know need anything else salad desert something many beer shall get,0
ringtone club gr new polys direct mobile every week,1
sign maturity start saying big thing actually start understanding small thing nice evening bslvyl,0
dear good morning,0
rct thnq adrian text rgds vatian,1
ugh long day exhausted want cuddle take nap,0
well going aunty,0
let go bill miller,0
simpson movie released july name band died start film green day blue day red day send,1
thats cool liked photo sexy,0
holy living christ taking long,0
still west coast haiz take forever come back,0
havent shopping lor juz arrive,0
yesterday cbe,0
urgent please call landline money cash luxury canary island holiday await collection c sae po box xy ppm,1
idk keep saying since moved keep butting head freedom v responsibility tired much shit deal barely keeping together get added,0
waqt se pehle naseeb se zyada kisi ko kuch nahi milta zindgi wo nahi jo hum sochte hai zindgi wo hai jo ham jeetey hai,0
problem talk later,0
detroit home snow enjoy,0
shop till drop either money cash money travel voucher call ntt po box cr bt fixedline cost ppm mobile vary,1
wewa iriver mb,0
yup ok,0
received mobile content enjoy,1
hi darlin kate doin somethin tonight im going pub called swan something parent one drink phone,0
hey glad better hear treated urself digi cam good pm fab new year coupla wks,0
doc prescribed morphine cause pain med enough waiting mom bring med kick fast gon na try later,0
said anything wrong sorry de,0
ever notice driving anyone going slower idiot everyone driving faster maniac,1
said would woke,0
shoot big load get ready,0
noe wat time place dat sell close,0
cool text ready,0
oh howda gud gud mathe en samachara chikku,0
hate turn fun shopping trip annoying day everything would look house,0
gon na say sorry would normal starting panic time sorry seeing tuesday,0
aiyar sorry lor forgot tell,0
detail want transfer acc enough,0
ok lor,0
good day,0
yup free,0
finally happened aftr decade beer cheaper petrol goverment expects u drink drive,0
hurry weed deficient like three day,0
seen back holby,0
yar lor wan go horse racing today mah eat earlier lor ate chicken rice,0
sound like plan cardiff still still cold sitting radiator,0
guess somebody know secretly fancy wan na find give u call landline datebox essexcm xn min,1
anything lor coming,0
mro coming gym machan goodnight,0
reached home bathe liao call,0
yup lunch buffet eat already,0
cps causing outage conserve energy,0
tell something thats okay,0
tomorrow going theatre come wherever call tell come tomorrow,0
hey pay salary de lt gt,0
hear,0
thk shd ok said plus minus leave line paragraph,0
please call customer service representative freephone pm guaranteed money cash money prize,1
wherre boytoy,0
gal boy walking park gal hold ur hand boy think would run away gal jst wana feel walking heaven prince gn,0
bored speed dating try speedchat txt speedchat like em txt swap get new chatter chat pobox wq msg rcd,1
hello boytoy made home constant thought love hope nice visit wait till come home kiss,0
maybe westshore hyde park village place near house,0
whats staff name taking class u,0
win newest harry potter order phoenix book reply harry answer question chance first among reader,1
trying find chinese food place around,0
cmon babe make horny turn txt fantasy babe im hot sticky need reply cost money cancel send stop,1
dont forget place many free request stchoice co uk wish information call,1
wat time wan meet later,0
gd luck ur exam,0
private account statement xxxxxx show un redeemed point call identifier code expires,1
wont anything de,0
slow using biola fne,0
gon na worry nothing give money use,0
think thanks see tomo,0
ever green quote ever told jerry cartoon person irritates always one love vry much fails express gud nyt,0
friend studying warwick planned go shopping concert tmw may canceled havn seen age yeah get together sometime,0
usual iam fine happy amp well,0
oh love soooo good hear omg missed much today sorry problem provider thank tming,0
sorry da thangam mistake,0
today system sh get ready well also deep well,0
ya knw vl giv ok thanks kano anyway enjoy wit ur family wit st salary,0
hi ard christmas enjoy merry ma,0
great escape fancy bridge need lager see tomo,0
cool tyler take gon na buy drop place later tonight total order quarter got enough,0
hi neva worry bout da truth coz truth lead ur heart least unique person like deserve sleep tight morning,0
gon na get rimac access,0
back bit long co accident divert via wadebridge brilliant weekend thanks speak soon lot love,0
say give call friend got money definitely buying end week,0
dear voucher holder next meal u use following link pc enjoy dining experience url,1
